1,0,0.777327299,0.756591082,0.766070366,0.804366648,0.789690435,0.71149832,0.767861664,0.737555027,0,0.633937776,0.612461209,0.760647416,0.738890946,0.827845633,0.794938207,0,0.720398605,0.717083931
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.000000119,0.97769773,0.98217994,0.945254207,0.877490878,0.87146157,0.878861964,0.867079854,0,0.818080485,0.789062858,0.895992517,0.891178012,0.876881003,0.934552431,0,0.908466518,0.928927898
0,0,0,1,0.993112564,0.953557968,0.867596328,0.866933823,0.886597633,0.878168643,0,0.838637412,0.789161682,0.901439071,0.915246308,0.883667111,0.930437326,0,0.919499397,0.923401475
0,0,0,0,0.999999881,0.952303827,0.871608078,0.867172003,0.88989532,0.880275011,0,0.836694598,0.79268235,0.900200486,0.914088964,0.886730075,0.935603499,0,0.913508534,0.917906046
0,0,0,0,0,1.000000119,0.890841246,0.874257207,0.901952147,0.913910925,0,0.840356529,0.788676262,0.943452597,0.935650945,0.893854618,0.941597641,0,0.901513517,0.900856614
0,0,0,0,0,0,0.999999881,0.900519431,0.937634468,0.887800574,0,0.848525047,0.82961607,0.849236965,0.864724934,0.847495317,0.837678194,0,0.857206106,0.873809338
0,0,0,0,0,0,0,1,0.937019646,0.913655758,0,0.945760787,0.93822217,0.845563889,0.84642756,0.826093674,0.813908577,0,0.865038872,0.891266346
0,0,0,0,0,0,0,0,1,0.934813857,0,0.906547546,0.884767413,0.872831345,0.892833889,0.891174912,0.844392538,0,0.897015393,0.883476615
0,0,0,0,0,0,0,0,0,1,0,0.912773371,0.896591544,0.890056252,0.885470748,0.844411075,0.866721869,0,0.874281347,0.862409294
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0.978880465,0.822619557,0.847935081,0.811187148,0.786451519,0,0.855486691,0.838986993
0,0,0,0,0,0,0,0,0,0,0,0,1.000000238,0.780653954,0.795934439,0.771177471,0.749669373,0,0.813851357,0.803621471
0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000238,0.976930499,0.894412577,0.905249357,0,0.87517339,0.844431937
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.904344678,0.881219327,0,0.885544538,0.843254447
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999881,0.898793817,0,0.860944629,0.807986021
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.892515838,0.866735458
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000119,0.911485791
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999881
