1,0,0.9325459,0.936094284,0.85477525,0.795982718,0.914584041,0.917723715,0.890555978,0.907969356,0,0.887708068,0.870639801,0.835623741,0.810727715,0.801705599,0.82687211,0,0.766011775,0.884833813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.000000119,0.926322579,0.807386935,0.694247484,0.938817918,0.928441107,0.929829895,0.945505798,0,0.944127202,0.918676376,0.862012267,0.871102095,0.873217106,0.885073781,0,0.826556146,0.942686558
0,0,0,1,0.892550409,0.802776694,0.912358999,0.922194481,0.904470682,0.921598315,0,0.926181972,0.902341008,0.850739717,0.86163938,0.84806478,0.888644695,0,0.826931477,0.902574599
0,0,0,0,1.000000119,0.878943801,0.756518424,0.793935299,0.760197043,0.77982676,0,0.835591674,0.776295066,0.753603458,0.757469118,0.745658755,0.7794137,0,0.767110825,0.784810364
0,0,0,0,0,1.000000119,0.662631035,0.738954127,0.671786964,0.695230126,0,0.723020673,0.678543866,0.719827771,0.612698197,0.616600752,0.640620589,0,0.650734007,0.636645257
0,0,0,0,0,0,1.000000238,0.930671036,0.952434897,0.955102503,0,0.915256858,0.931775331,0.840255201,0.842685103,0.829373002,0.862389803,0,0.78895539,0.911754429
0,0,0,0,0,0,0,1.000000238,0.934479415,0.930399656,0,0.908418775,0.888035417,0.875389576,0.842637539,0.839462638,0.875528216,0,0.816511512,0.912866473
0,0,0,0,0,0,0,0,1,0.936527133,0,0.913368225,0.922436953,0.80400449,0.789130151,0.78120172,0.815039873,0,0.757326007,0.911327243
0,0,0,0,0,0,0,0,0,1,0,0.927014828,0.908557534,0.857374489,0.858169734,0.850359559,0.869337916,0,0.822511613,0.942892909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.99999994,0.944081903,0.828858614,0.87750262,0.879860818,0.883159161,0,0.853645742,0.911367476
0,0,0,0,0,0,0,0,0,0,0,0,1.000000119,0.829187691,0.843182683,0.84601748,0.858319163,0,0.830969989,0.900202334
0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000119,0.87533468,0.861498952,0.877136409,0,0.843598127,0.845741034
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.967518091,0.933416665,0,0.909116626,0.872967839
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.926768422,0,0.935518146,0.87165612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000119,0,0.905261517,0.882441759
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000119,0.84673053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
