visualization_filename, serialization
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_10.svg', "->( 'Log submission date request', X( tau, 'OLO communication active' ), +( 'Stage application received', X( tau, 'Log deadline' ), ->( +( X( tau, 'Log date termination request received' ), ->( *( *( ->( X( 'Dispatch confirmation receipt', 'Record senddate acknowledgement' ), X( tau, ->( 'Send to the competent authority', X( tau, 'Notify BAG administrator' ) ) ), X( tau, ->( X( tau, 'Standard procedure without MER' ), X( ->( X( tau, ->( 'MER included', 'Regular procedure activities' ) ), +( 'Begin WABOprocedure', ->( X( tau, ->( 'Check field phased application', 'Phased application' ) ), 'Generate procedure confirmation', 'Release' ) ) ), ->( X( tau, 'Record senddate procedure confirmation' ), X( ->( X( tau, ->( 'Dispatch procedure confirmation', X( tau, 'Suspend duration' ) ) ), X( tau, +( X( tau, ->( 'Applicant is a stakeholder', X( tau, 'Compute provisional charges' ) ) ), 'End on request' ) ) ), ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date' ) ), 'Reception via OLO' ) ) ) ) ) ) ), tau ), tau ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority' ), ->( 'Create terminate request message', 'Check publication date field' ) ), +( 'Phase procedure cancelled', X( tau, ->( X( tau, ->( 'Prematurely terminated phase procedure', 'Log date publication' ) ), 'Phase archived case', 'Phase case managed' ) ) ), X( tau, 'Stop all running subcases 2b' ), 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( +( 'Modify procedure', X( tau, +( 'Handle subcases completeness', 'Subcases completeness achieved' ) ) ), X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_20.svg', "->( 'Log submission date request', X( tau, 'OLO communication active' ), +( 'Stage application received', X( tau, 'Log deadline' ), ->( +( X( tau, 'Log date termination request received' ), ->( *( *( ->( X( 'Dispatch confirmation receipt', 'Record senddate acknowledgement' ), X( tau, ->( 'Send to the competent authority', X( tau, 'Notify BAG administrator' ) ) ), X( tau, ->( X( tau, 'Standard procedure without MER' ), X( ->( X( tau, ->( 'MER included', 'Regular procedure activities' ) ), +( 'Begin WABOprocedure', ->( X( tau, ->( 'Check field phased application', 'Phased application' ) ), 'Generate procedure confirmation', 'Release' ) ) ), ->( X( tau, 'Record senddate procedure confirmation' ), X( ->( X( tau, ->( 'Dispatch procedure confirmation', X( tau, 'Suspend duration' ) ) ), +( X( tau, ->( 'Applicant is a stakeholder', X( tau, 'Compute provisional charges' ) ) ), 'End on request' ) ), ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date' ) ), 'Reception via OLO' ) ) ) ) ) ) ), tau ), tau ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority' ), ->( 'Create terminate request message', 'Check publication date field' ) ), +( 'Phase procedure cancelled', X( tau, ->( X( tau, ->( 'Prematurely terminated phase procedure', 'Log date publication' ) ), 'Phase archived case', 'Phase case managed' ) ) ), X( tau, 'Stop all running subcases 2b' ), 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( +( 'Modify procedure', X( tau, +( 'Handle subcases completeness', 'Subcases completeness achieved' ) ) ), X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_30.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', X( tau, 'Log deadline' ), ->( +( X( tau, 'Log date termination request received' ), ->( *( *( ->( X( 'Dispatch confirmation receipt', 'Record senddate acknowledgement' ), X( tau, ->( 'Send to the competent authority', X( tau, 'Notify BAG administrator' ) ) ), X( tau, ->( X( tau, 'Standard procedure without MER' ), X( ->( X( tau, ->( 'MER included', 'Regular procedure activities' ) ), +( 'Begin WABOprocedure', ->( X( tau, ->( 'Check field phased application', 'Phased application' ) ), 'Generate procedure confirmation', 'Release' ) ) ), ->( X( tau, 'Record senddate procedure confirmation' ), X( ->( X( tau, ->( 'Dispatch procedure confirmation', X( tau, 'Suspend duration' ) ) ), +( X( tau, ->( 'Applicant is a stakeholder', X( tau, 'Compute provisional charges' ) ) ), 'End on request' ) ), ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date' ) ), 'Reception via OLO' ) ) ) ) ) ) ), tau ), tau ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority' ), ->( 'Create terminate request message', 'Check publication date field' ) ), +( 'Phase procedure cancelled', X( tau, ->( X( tau, ->( 'Prematurely terminated phase procedure', 'Log date publication' ) ), 'Phase archived case', 'Phase case managed' ) ) ), X( tau, 'Stop all running subcases 2b' ), 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( +( 'Modify procedure', X( tau, +( 'Handle subcases completeness', 'Subcases completeness achieved' ) ) ), X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_40.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', X( tau, 'Log deadline' ), ->( +( X( tau, 'Log date termination request received' ), ->( *( ->( +( *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'Applicant is a stakeholder', 'Compute provisional charges' ) ), +( 'Record senddate acknowledgement', ->( +( X( tau, 'Record senddate procedure confirmation' ), ->( X( tau, ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date' ) ), 'Reception via OLO' ) ), 'Send to the competent authority', 'Standard procedure without MER' ) ), X( tau, ->( X( tau, ->( 'MER included', 'Regular procedure activities' ) ), +( 'Begin WABOprocedure', ->( X( tau, ->( 'Check field phased application', 'Phased application' ) ), 'Generate procedure confirmation', 'Release' ) ) ) ) ) ) ) ), X( tau, ->( 'Dispatch procedure confirmation', 'Suspend duration' ) ), X( tau, 'End on request' ) ), tau ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), +( 'Phase procedure cancelled', ->( X( tau, ->( 'Prematurely terminated phase procedure', 'Log date publication' ) ), 'Phase archived case', 'Phase case managed' ) ), 'Stop all running subcases 2b', 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( +( 'Modify procedure', 'Handle subcases completeness', 'Subcases completeness achieved' ), X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_50.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', X( tau, 'Log date termination request received' ), ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date', 'Log deadline' ) ), X( tau, 'Record senddate acknowledgement' ), X( tau, 'Reception via OLO' ), *( 'Dispatch confirmation receipt', tau ), 'Send to the competent authority', 'Standard procedure without MER', X( tau, ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Suspend duration' ) ), X( tau, 'End on request' ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), 'Phase archived case', 'Phase case managed', 'Phase procedure cancelled' ) ), X( tau, ->( 'Stop all running subcases 2b', 'Close the case' ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( X( tau, 'Subcases completeness achieved' ), 'Handle subcases completeness', 'Modify procedure', X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_60.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', ->( X( tau, 'Record senddate acknowledgement' ), +( X( tau, 'Log date termination request received' ), ->( X( ->( 'Applicant is a stakeholder', 'Compute provisional charges' ), ->( 'Log senddate for confirmation request', 'Register termination decision date', 'Log deadline', 'Reception via OLO' ) ), *( 'Dispatch confirmation receipt', tau ), 'Send to the competent authority', 'Standard procedure without MER', X( tau, 'Record senddate procedure confirmation' ), 'Dispatch procedure confirmation', 'Suspend duration', 'End on request', X( tau, 'Competent authority initiative' ) ) ) ) ), X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), 'Phase archived case', 'Phase case managed', 'Phase procedure cancelled', 'Stop all running subcases 2b', 'Close the case', X( tau, 'WAW permit aspect considered' ), X( tau, 'Subcases completeness achieved' ), 'Handle subcases completeness', 'Modify procedure', X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_70.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', ->( X( tau, 'Record senddate acknowledgement' ), +( X( tau, 'Log date termination request received' ), ->( X( ->( 'Applicant is a stakeholder', 'Compute provisional charges' ), ->( 'Log senddate for confirmation request', 'Register termination decision date', 'Log deadline', 'Reception via OLO' ) ), *( 'Dispatch confirmation receipt', tau ), 'Send to the competent authority', 'Standard procedure without MER', X( tau, 'Record senddate procedure confirmation' ), 'Dispatch procedure confirmation', 'Suspend duration', 'End on request', X( tau, 'Competent authority initiative' ) ) ) ) ), X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), 'Phase archived case', 'Phase case managed', 'Phase procedure cancelled', 'Stop all running subcases 2b', 'Close the case', X( tau, 'WAW permit aspect considered' ), 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure', X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_80.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', ->( 'Record senddate acknowledgement', +( 'Log date termination request received', ->( X( ->( 'Applicant is a stakeholder', 'Compute provisional charges' ), ->( 'Log senddate for confirmation request', 'Register termination decision date', 'Log deadline', 'Reception via OLO' ) ), *( 'Dispatch confirmation receipt', tau ), 'Send to the competent authority', 'Standard procedure without MER', 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Suspend duration', 'End on request', X( tau, 'Competent authority initiative' ) ) ) ) ), X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), 'Phase archived case', 'Phase case managed', 'Phase procedure cancelled', 'Stop all running subcases 2b', 'Close the case', 'WAW permit aspect considered', 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure', X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_90.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', ->( 'Record senddate acknowledgement', +( 'Log date termination request received', ->( X( ->( 'Applicant is a stakeholder', 'Compute provisional charges' ), ->( 'Log senddate for confirmation request', 'Register termination decision date', 'Log deadline', 'Reception via OLO' ) ), *( 'Dispatch confirmation receipt', tau ), 'Send to the competent authority', 'Standard procedure without MER', 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Suspend duration', 'End on request', 'Competent authority initiative' ) ) ) ), X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), 'Phase archived case', 'Phase case managed', 'Phase procedure cancelled', 'Stop all running subcases 2b', 'Close the case', 'WAW permit aspect considered', 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure', X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_20_noise_10.svg', "->( +( 'Stage application received', 'Log submission date request', X( tau, 'Log deadline' ), ->( +( X( tau, 'Log date termination request received' ), ->( +( X( tau, 'Record senddate acknowledgement' ), ->( X( tau, 'OLO communication active' ), +( X( tau, 'Record senddate procedure confirmation' ), ->( X( tau, ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date' ) ), 'Reception via OLO' ) ), *( *( ->( 'Dispatch confirmation receipt', +( X( tau, 'Begin WABOprocedure' ), X( tau, ->( +( X( tau, 'Send to the competent authority' ), X( tau, ->( X( tau, 'Notify BAG administrator' ), +( X( tau, 'Standard procedure without MER' ), X( tau, ->( X( tau, ->( 'Dispatch procedure confirmation', X( tau, 'Suspend duration' ) ) ), X( tau, +( X( tau, ->( 'Applicant is a stakeholder', X( tau, 'Compute provisional charges' ) ) ), 'End on request' ) ) ) ) ) ) ) ), X( tau, ->( X( tau, ->( X( 'Mandatory Environmental Report required', 'MER included' ), 'Regular procedure activities' ) ), +( 'Generate procedure confirmation', X( tau, +( 'Release', X( tau, +( 'Phased application', 'Check field phased application' ) ) ) ) ) ) ) ) ) ) ), tau ), tau ) ) ) ) ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority' ), ->( 'Create terminate request message', 'Check publication date field' ) ), +( 'Phase procedure cancelled', X( tau, ->( X( tau, ->( 'Prematurely terminated phase procedure', 'Log date publication' ) ), 'Phase archived case', 'Phase case managed' ) ) ), X( tau, 'Stop all running subcases 2b' ), 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( +( 'Modify procedure', X( tau, 'Complete request' ), ->( X( tau, +( 'Create subcases completeness', X( tau, ->( 'Time for supplying missing data', X( tau, 'Draft letter requesting missing data' ) ) ) ) ), X( tau, +( 'Handle subcases completeness', 'Subcases completeness achieved' ) ) ) ), X( tau, +( 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ), *( 'Log date of publishing received request', tau ), ->( X( tau, ->( X( tau, 'Change procedure after completeness' ), 'Dispatch letter in progress' ) ), 'Stage application receptive', X( tau, 'Received OLO documents' ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_20_noise_20.svg', "->( +( 'Stage application received', 'Log submission date request', X( tau, 'Log deadline' ), ->( +( X( tau, 'Log date termination request received' ), ->( +( 'Record senddate acknowledgement', ->( 'OLO communication active', +( X( tau, 'Record senddate procedure confirmation' ), ->( X( tau, ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date' ) ), 'Reception via OLO' ) ), *( *( ->( 'Dispatch confirmation receipt', +( X( tau, 'Begin WABOprocedure' ), ->( *( X( 'Send to the competent authority', ->( X( 'Applicant is a stakeholder', ->( 'Standard procedure without MER', X( tau, ->( 'Dispatch procedure confirmation', X( tau, 'Suspend duration' ) ) ) ) ), X( tau, +( X( tau, 'Compute provisional charges' ), 'End on request' ) ) ) ), tau ), X( tau, ->( X( tau, ->( X( 'Mandatory Environmental Report required', 'MER included' ), 'Regular procedure activities' ) ), +( 'Generate procedure confirmation', X( tau, +( 'Release', X( tau, +( 'Phased application', 'Check field phased application' ) ) ) ) ) ) ) ) ) ), tau ), tau ) ) ) ) ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( tau, ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), +( 'Phase procedure cancelled', X( tau, ->( X( tau, ->( 'Prematurely terminated phase procedure', 'Log date publication' ) ), 'Phase archived case', 'Phase case managed' ) ) ), X( tau, 'Stop all running subcases 2b' ), 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( +( 'Modify procedure', 'Complete request', ->( X( tau, +( 'Create subcases completeness', ->( 'Time for supplying missing data', X( tau, 'Draft letter requesting missing data' ) ) ) ), X( tau, +( 'Handle subcases completeness', 'Subcases completeness achieved' ) ) ) ), X( +( 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ), *( 'Log date of publishing received request', tau ), ->( X( tau, ->( X( tau, 'Change procedure after completeness' ), 'Dispatch letter in progress' ) ), 'Stage application receptive', X( tau, 'Received OLO documents' ) ) ) ) ) )")
