visualization_filename, serialization
('BPIC15_1_rev/process_tree_case_size_betwee_17_and_19_noise_10.svg', "->( +( 'forward to the competent authority', 'phase application received', 'register submission date request', ->( X( tau, 'OLO messaging active' ), +( X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'procedure change' ), ->( +( X( tau, 'treat subcases completeness' ), ->( *( +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), *( *( +( X( tau, 'inform BAG administrator' ), ->( X( 'enter senddate confirmation request', ->( 'no permit needed or only notification needed', X( tau, ->( 'create letter only notification required', 'phase case handled' ) ) ), ->( X( 'registration date publication', 'enter senddate acknowledgement', 'send confirmation receipt', ->( 'terminate on request', X( tau, 'initiative competent authority' ) ) ), X( tau, 'enter date termination request received' ), X( tau, +( 'phase procedure prematurely terminated', X( tau, ->( 'create message terminate request', X( tau, 'read publication date field' ) ) ) ), ->( 'create decision terminate on request', 'decision terminate on request' ) ) ) ), X( tau, +( X( tau, 'enter senddate request termination' ), ->( X( tau, ->( 'message terminate request', X( tau, 'cancel BAG objects research' ) ) ), +( X( tau, 'register deadline' ), X( tau, 'register date decision terminate on request', 'phase procedure aborted' ) ), X( tau, 'close case' ) ) ) ), X( tau, ->( 'phase archived case', 'stop all running subcases 2b' ), ->( X( tau, ->( X( tau, ->( X( tau, ->( X( tau, 'MER present' ), 'activities regular procedure' ) ), X( tau, 'phased application' ), +( 'regular procedure without MER', X( tau, ->( X( tau, ->( 'create procedure confirmation', X( tau, 'publish' ) ) ), X( tau, 'create subcases completeness' ), X( tau, 'create publication document' ) ) ) ) ) ), X( tau, 'start WABOprocedure' ), X( tau, ->( 'first or second phase', X( tau, 'term 14 or 26 weeks' ) ) ) ) ), X( tau, +( X( tau, 'WAW permit aspect' ), ->( X( tau, +( X( tau, 'send procedure confirmation' ), X( tau, 'applicant is stakeholder' ) ) ), X( tau, +( X( tau, 'extend procedure term' ), X( tau, 'suspend term' ) ) ) ) ) ), X( tau, 'read field phased application' ) ) ) ) ), tau ), tau ) ) ), tau ), X( tau, 'investigate BAG objects' ) ) ), X( tau, 'subcases completeness completed' ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ) ) ), X( tau, 'stop process after terminate on request', ->( +( 'create letter requesting missing data', 'request complete', ->( 'term for supplying missing data', X( tau, 'receive additional information' ) ) ), X( tau, 'retrieve missing data' ), X( tau, ->( 'phase asked additional information', X( tau, 'enter senddate retrieve missing data' ) ) ) ) ) )")
('BPIC15_1_rev/process_tree_case_size_betwee_17_and_19_noise_20.svg', "->( 'register submission date request', X( tau, ->( 'OLO messaging active', X( tau, ->( *( 'no permit needed or only notification needed', tau ), 'create letter only notification required', 'phase case handled' ) ) ) ), +( 'phase application received', X( tau, 'enter date termination request received' ), ->( +( X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'procedure change' ), ->( *( ->( +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), *( ->( X( tau, 'enter senddate confirmation request' ), X( tau, 'register date decision terminate on request' ), X( tau, +( *( 'send confirmation receipt', tau ), X( tau, ->( 'forward to the competent authority', *( ->( X( 'extend procedure term', ->( X( tau, 'inform BAG administrator', 'applicant is stakeholder', 'create procedure confirmation' ), X( tau, 'publish' ), X( tau, 'create subcases completeness' ), X( tau, 'create publication document' ), X( 'registration date publication', ->( X( 'start WABOprocedure', 'regular procedure without MER' ), X( tau, 'send procedure confirmation' ) ) ) ) ), X( tau, 'suspend term' ), X( tau, 'treat subcases completeness' ), X( tau, 'WAW permit aspect' ) ), tau ) ) ) ) ), X( tau, 'terminate on request' ), X( tau, ->( 'create decision terminate on request', 'decision terminate on request' ) ) ), tau ) ) ), X( tau, 'enter senddate acknowledgement' ) ), tau ), X( tau, 'subcases completeness completed' ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, +( 'phase procedure prematurely terminated', ->( 'create message terminate request', X( tau, 'read publication date field' ) ) ) ), X( tau, ->( +( 'message terminate request', X( tau, 'enter senddate request termination' ) ), X( tau, 'cancel BAG objects research' ) ) ), X( tau, +( X( tau, 'register deadline' ), X( tau, 'phase procedure aborted' ) ) ), X( tau, 'close case' ), X( tau, 'stop process after terminate on request', ->( +( 'create letter requesting missing data', 'request complete', ->( 'term for supplying missing data', X( tau, 'receive additional information' ) ) ), X( tau, 'retrieve missing data' ), X( tau, ->( 'phase asked additional information', X( tau, 'enter senddate retrieve missing data' ) ) ) ) ) )")
('BPIC15_1_rev/process_tree_case_size_betwee_17_and_19_noise_30.svg', "->( 'register submission date request', X( tau, ->( 'OLO messaging active', X( tau, ->( *( 'no permit needed or only notification needed', tau ), 'create letter only notification required', 'phase case handled', 'phase archived case', 'stop all running subcases 2b' ) ) ) ), +( 'phase application received', X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'procedure change' ), ->( *( ->( X( tau, 'reception through OLO' ), X( 'enter senddate acknowledgement', ->( X( tau, +( 'register date decision terminate on request', 'enter senddate confirmation request' ) ), +( X( tau, 'registration date publication' ), ->( +( *( 'send confirmation receipt', tau ), X( tau, ->( 'forward to the competent authority', 'regular procedure without MER', X( tau, ->( 'create procedure confirmation', X( tau, 'publish' ), X( tau, 'create subcases completeness' ), X( tau, 'create publication document' ) ) ), X( tau, 'start WABOprocedure' ) ) ) ), X( tau, 'enter senddate procedure confirmation' ), X( tau, +( X( tau, 'WAW permit aspect' ), ->( X( tau, 'applicant is stakeholder' ), X( tau, +( 'extend procedure term', X( tau, 'suspend term' ) ) ), X( tau, 'treat subcases completeness' ) ) ) ) ) ), X( tau, 'send procedure confirmation' ) ) ) ), tau ), X( tau, 'subcases completeness completed' ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, ->( 'terminate on request', X( tau, 'initiative competent authority' ), X( tau, 'enter date termination request received' ) ) ), X( tau, ->( 'create decision terminate on request', 'decision terminate on request' ), ->( X( tau, ->( X( tau, ->( 'create message terminate request', X( tau, 'read publication date field' ) ) ), 'phase procedure prematurely terminated' ) ), X( tau, ->( +( 'message terminate request', 'enter senddate request termination' ), X( tau, 'cancel BAG objects research' ) ) ) ) ), X( tau, +( X( tau, 'register deadline' ), ->( 'phase procedure aborted', X( tau, 'close case' ) ) ) ), X( tau, 'stop process after terminate on request', ->( +( 'create letter requesting missing data', 'request complete', ->( 'term for supplying missing data', X( tau, 'receive additional information' ) ) ), X( tau, 'retrieve missing data' ), X( tau, ->( 'phase asked additional information', X( tau, 'enter senddate retrieve missing data' ) ) ) ) ) )")
('BPIC15_1_rev/process_tree_case_size_betwee_17_and_19_noise_40.svg', "->( 'register submission date request', X( tau, ->( 'OLO messaging active', X( tau, ->( *( 'no permit needed or only notification needed', tau ), 'create letter only notification required', 'phase case handled', 'phase archived case', 'stop all running subcases 2b' ) ) ) ), +( 'phase application received', X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'procedure change' ), ->( *( ->( X( tau, 'reception through OLO' ), X( 'enter senddate acknowledgement', *( X( 'send confirmation receipt', +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, +( 'register date decision terminate on request', 'enter senddate confirmation request' ) ), 'forward to the competent authority', 'regular procedure without MER', X( 'send procedure confirmation', ->( X( tau, 'create procedure confirmation' ), X( tau, ->( 'publish', X( tau, 'create subcases completeness' ) ) ), X( tau, 'create publication document' ), 'start WABOprocedure' ) ) ) ) ), tau ) ) ), tau ), X( tau, 'treat subcases completeness' ), X( tau, 'subcases completeness completed' ) ) ), X( tau, 'suspend term' ), X( tau, 'extend procedure term' ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, 'registration date publication' ), X( tau, ->( 'terminate on request', X( tau, 'initiative competent authority' ), X( tau, 'enter date termination request received' ) ) ), X( tau, ->( 'create decision terminate on request', 'decision terminate on request' ), ->( X( tau, ->( 'create message terminate request', X( tau, 'read publication date field' ), 'phase procedure prematurely terminated' ) ), +( 'message terminate request', 'enter senddate request termination' ), X( tau, 'cancel BAG objects research' ) ) ), X( tau, +( X( tau, 'register deadline' ), ->( 'phase procedure aborted', 'close case' ) ) ), X( tau, 'stop process after terminate on request', ->( +( 'create letter requesting missing data', 'request complete', ->( 'term for supplying missing data', X( tau, 'receive additional information' ) ) ), 'retrieve missing data', 'phase asked additional information', X( tau, 'enter senddate retrieve missing data' ) ) ) )")
('BPIC15_1_rev/process_tree_case_size_betwee_17_and_19_noise_50.svg', "->( +( 'forward to the competent authority', 'phase application received', 'register submission date request', ->( 'OLO messaging active', +( X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( X( tau, +( X( tau, 'procedure change' ), ->( +( X( tau, 'applicant is stakeholder' ), ->( +( X( tau, 'treat subcases completeness' ), ->( *( X( tau, +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), X( *( +( X( tau, 'no permit needed or only notification needed' ), ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase only notification required' ) ), *( ->( X( 'inform BAG administrator', 'registration date publication', 'enter senddate acknowledgement', 'send confirmation receipt' ), X( tau, 'start WABOprocedure', +( 'regular procedure without MER', ->( X( tau, ->( X( 'MER required', 'MER present' ), 'activities regular procedure' ) ), X( tau, 'phased application' ), X( 'create procedure confirmation', ->( X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ), 'send procedure confirmation' ) ), X( tau, 'publish' ), X( tau, 'create subcases completeness' ), X( tau, 'create publication document' ) ) ) ), X( tau, 'read field phased application' ) ), tau ) ) ), tau ), ->( X( tau, *( 'registrer date of publishing received request', tau ) ), X( tau, +( X( tau, 'enter date termination request received' ), 'terminate on request' ), +( 'register date decision terminate on request', 'enter senddate confirmation request' ) ), X( ->( 'create decision terminate on request', 'decision terminate on request' ), ->( X( tau, ->( 'create message terminate request', 'read publication date field', 'phase procedure prematurely terminated' ) ), +( 'message terminate request', 'enter senddate request termination' ), X( tau, 'cancel BAG objects research' ) ) ), +( 'register deadline', ->( 'phase procedure aborted', 'close case' ) ) ) ) ) ) ), tau ), X( tau, 'investigate BAG objects' ) ) ), X( tau, 'WAW permit aspect' ) ) ), X( tau, 'subcases completeness completed' ) ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ) ) ), X( tau, 'stop process after terminate on request', ->( 'request complete', 'term for supplying missing data', 'create letter requesting missing data', 'retrieve missing data', 'phase asked additional information', 'enter senddate retrieve missing data' ) ) )")
('BPIC15_1_rev/process_tree_case_size_betwee_17_and_19_noise_60.svg', "->( +( 'forward to the competent authority', 'phase application received', 'register submission date request', ->( 'OLO messaging active', +( X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( X( tau, +( X( tau, 'procedure change' ), ->( +( X( tau, 'applicant is stakeholder' ), ->( +( X( tau, 'treat subcases completeness' ), ->( *( X( tau, +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), X( *( +( X( tau, 'no permit needed or only notification needed' ), ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase only notification required' ) ), *( ->( X( 'inform BAG administrator', 'registration date publication', 'enter senddate acknowledgement', 'send confirmation receipt' ), X( tau, 'start WABOprocedure', +( 'regular procedure without MER', ->( X( tau, ->( X( 'MER required', 'MER present' ), 'activities regular procedure' ) ), X( tau, 'phased application' ), X( 'create procedure confirmation', ->( X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ), 'send procedure confirmation' ) ), X( tau, 'publish' ), X( tau, 'create subcases completeness' ), X( tau, 'create publication document' ) ) ) ), X( tau, 'read field phased application' ) ), tau ) ) ), tau ), ->( X( tau, *( 'registrer date of publishing received request', tau ) ), X( tau, +( X( tau, 'enter date termination request received' ), 'terminate on request' ), +( 'register date decision terminate on request', 'enter senddate confirmation request' ) ), X( ->( 'create decision terminate on request', 'decision terminate on request' ), ->( 'create message terminate request', 'read publication date field', 'phase procedure prematurely terminated', +( 'message terminate request', 'enter senddate request termination' ), X( tau, 'cancel BAG objects research' ) ) ), +( 'register deadline', ->( 'phase procedure aborted', 'close case' ) ) ) ) ) ) ), tau ), X( tau, 'investigate BAG objects' ) ) ), X( tau, 'WAW permit aspect' ) ) ), X( tau, 'subcases completeness completed' ) ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ) ) ), X( tau, 'stop process after terminate on request', ->( 'request complete', 'term for supplying missing data', 'create letter requesting missing data', 'retrieve missing data', 'phase asked additional information', 'enter senddate retrieve missing data' ) ) )")
('BPIC15_1_rev/process_tree_case_size_betwee_17_and_19_noise_70.svg', "->( +( 'forward to the competent authority', 'phase application received', 'register submission date request', ->( 'OLO messaging active', +( X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( X( tau, +( X( tau, 'procedure change' ), ->( +( X( tau, 'applicant is stakeholder' ), ->( +( X( tau, 'treat subcases completeness' ), ->( *( X( tau, +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), X( *( +( X( tau, 'no permit needed or only notification needed' ), ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase only notification required' ) ), X( 'enter senddate acknowledgement', ->( X( tau, 'inform BAG administrator' ), X( 'registration date publication', +( X( tau, 'start WABOprocedure' ), 'send confirmation receipt' ) ) ), +( 'regular procedure without MER', ->( X( tau, ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application' ) ), X( 'create procedure confirmation', ->( X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ), 'send procedure confirmation' ) ), X( tau, 'publish' ), X( tau, 'create subcases completeness' ), 'create publication document' ) ) ) ) ), tau ), ->( X( tau, *( 'registrer date of publishing received request', tau ) ), X( tau, 'terminate on request', +( 'register date decision terminate on request', 'enter senddate confirmation request' ) ), X( ->( 'create decision terminate on request', 'decision terminate on request' ), ->( 'create message terminate request', 'read publication date field', 'phase procedure prematurely terminated', +( 'message terminate request', 'enter senddate request termination' ), X( tau, 'cancel BAG objects research' ) ) ), +( 'register deadline', ->( 'phase procedure aborted', 'close case' ) ) ) ) ) ) ), tau ), X( tau, 'investigate BAG objects' ) ) ), X( tau, 'WAW permit aspect' ) ) ), X( tau, 'subcases completeness completed' ) ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ) ) ), X( tau, 'stop process after terminate on request', ->( 'request complete', 'term for supplying missing data', 'create letter requesting missing data', 'retrieve missing data', 'phase asked additional information', 'enter senddate retrieve missing data' ) ) )")
('BPIC15_1_rev/process_tree_case_size_betwee_17_and_19_noise_80.svg', "->( +( 'forward to the competent authority', 'phase application received', 'register submission date request', ->( 'OLO messaging active', +( X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( X( tau, +( 'procedure change', ->( +( 'applicant is stakeholder', ->( +( X( tau, 'treat subcases completeness' ), ->( *( X( tau, +( 'enter senddate procedure confirmation', ->( X( tau, 'reception through OLO' ), X( *( X( tau, ->( 'inform BAG administrator', 'registration date publication' ), 'enter senddate acknowledgement', +( X( tau, 'no permit needed or only notification needed' ), ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase only notification required' ) ), X( +( X( tau, 'start WABOprocedure' ), 'send confirmation receipt' ), +( 'regular procedure without MER', ->( X( tau, ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application' ) ), X( 'create procedure confirmation', ->( X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ), 'send procedure confirmation' ) ), 'publish', 'create publication document' ) ) ) ) ) ), tau ), ->( X( tau, *( 'registrer date of publishing received request', tau ) ), X( +( 'register date decision terminate on request', ->( 'enter senddate confirmation request', 'register deadline' ) ), ->( 'initiative competent authority', 'create message terminate request', 'read publication date field', 'phase procedure prematurely terminated' ), ->( 'create decision terminate on request', 'decision terminate on request' ), ->( +( 'enter date termination request received', 'terminate on request' ), +( 'message terminate request', 'enter senddate request termination' ) ) ), 'phase procedure aborted', 'close case' ) ) ) ) ), tau ), X( tau, 'investigate BAG objects' ) ) ), X( tau, 'WAW permit aspect' ) ) ), X( tau, 'subcases completeness completed' ) ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ) ) ), X( tau, 'stop process after terminate on request', ->( 'request complete', 'term for supplying missing data', 'create letter requesting missing data', 'retrieve missing data', 'phase asked additional information', 'enter senddate retrieve missing data' ) ) )")
('BPIC15_1_rev/process_tree_case_size_betwee_17_and_19_noise_90.svg', "->( +( 'forward to the competent authority', 'phase application received', 'register submission date request', ->( 'OLO messaging active', +( X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( X( tau, +( 'procedure change', ->( +( 'applicant is stakeholder', ->( +( 'treat subcases completeness', ->( *( X( tau, +( 'enter senddate procedure confirmation', ->( 'reception through OLO', X( *( X( tau, ->( 'inform BAG administrator', 'registration date publication' ), 'enter senddate acknowledgement', +( X( tau, 'no permit needed or only notification needed' ), ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase only notification required' ) ), X( +( 'start WABOprocedure', 'send confirmation receipt' ), +( 'regular procedure without MER', ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', X( 'create procedure confirmation', ->( 'first or second phase', 'term 14 or 26 weeks', 'send procedure confirmation' ) ), 'publish', 'create publication document' ) ) ) ) ) ), tau ), ->( X( tau, *( 'registrer date of publishing received request', tau ) ), X( +( 'register date decision terminate on request', ->( 'enter senddate confirmation request', 'register deadline' ) ), ->( 'initiative competent authority', 'create message terminate request', 'read publication date field', 'phase procedure prematurely terminated' ), ->( 'create decision terminate on request', 'decision terminate on request' ), ->( +( 'enter date termination request received', 'terminate on request' ), +( 'message terminate request', 'enter senddate request termination' ) ) ), 'phase procedure aborted', 'close case' ) ) ) ) ), tau ), X( tau, 'investigate BAG objects' ) ) ), X( tau, 'WAW permit aspect' ) ) ), 'subcases completeness completed' ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ) ) ), X( 'stop process after terminate on request', ->( 'request complete', 'term for supplying missing data', 'create letter requesting missing data', 'retrieve missing data', 'phase asked additional information', 'enter senddate retrieve missing data' ) ) )")
('BPIC15_1_rev/process_tree_case_size_betwee_18_and_19_noise_10.svg', "->( +( 'forward to the competent authority', 'phase application received', 'register submission date request', ->( X( tau, 'OLO messaging active' ), +( 'enter senddate acknowledgement', 'regular procedure without MER', ->( +( X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), +( X( tau, 'procedure change' ), ->( +( X( tau, 'WAW permit aspect' ), ->( *( ->( *( +( X( tau, 'applicant is stakeholder' ), ->( +( X( tau, 'send procedure confirmation' ), ->( +( X( tau, 'phased application' ), ->( X( tau, *( +( X( tau, 'inform BAG administrator' ), ->( X( tau, ->( 'MER present', 'activities regular procedure' ) ), 'send confirmation receipt', X( tau, ->( X( tau, ->( 'create procedure confirmation', X( tau, 'publish' ) ) ), +( X( tau, 'start WABOprocedure' ), ->( X( tau, 'create subcases completeness' ), +( 'registration date publication', X( tau, 'create publication document' ) ) ) ) ) ) ) ), tau ) ), X( tau, *( ->( X( 'enter senddate confirmation request', +( X( tau, 'enter date termination request received' ), X( tau, ->( X( tau, 'terminate on request' ), X( tau, ->( 'create decision terminate on request', 'decision terminate on request' ), ->( X( tau, ->( X( tau, ->( 'initiative competent authority', 'create message terminate request', X( tau, 'read publication date field' ) ) ), 'phase procedure prematurely terminated' ) ), X( tau, ->( +( 'message terminate request', 'enter senddate request termination' ), X( tau, 'cancel BAG objects research' ) ) ) ) ) ) ) ) ), X( tau, ->( +( X( tau, 'register deadline' ), X( 'register date decision terminate on request', 'phase procedure aborted' ) ), X( tau, 'close case' ) ) ) ), tau ) ) ) ), X( tau, ->( 'first or second phase', 'no permit needed or only notification needed' ) ) ) ), X( tau, *( 'registrer date of publishing received request', tau ) ) ) ), tau ), X( tau, 'extend procedure term' ), X( tau, 'suspend term' ) ), tau ), X( tau, ->( X( tau, 'investigate BAG objects' ), 'treat subcases completeness' ) ) ) ), X( tau, 'subcases completeness completed' ) ) ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, 'read field phased application' ) ) ) ) ), X( tau, 'stop process after terminate on request', ->( +( 'create letter requesting missing data', 'request complete', ->( 'term for supplying missing data', X( tau, 'receive additional information' ) ) ), X( tau, 'retrieve missing data' ), X( tau, ->( 'phase asked additional information', X( tau, 'enter senddate retrieve missing data' ) ) ) ) ) )")
