visualization_filename, serialization
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_10.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( X( tau, 'Register senddate acknowledgement' ), ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( X( tau, 'Commence WABOprocedure' ), ->( +( X( tau, 'Revise procedure' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( X( tau, 'Permit not needed or only notification required' ), ->( X( tau, 'Applicant plays stakeholder role' ), +( X( tau, 'Produce procedure confirmation' ), ->( +( X( tau, 'Ordinary procedure without MER' ), ->( +( X( tau, 'Stop on request' ), ->( X( tau, 'Evaluate provisional charges' ), X( tau, 'Action by competent authority' ), X( tau, 'Refer to the competent authority' ), X( tau, +( X( tau, 'Log date termination request documented' ), ->( X( tau, 'Create termination request message' ), +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, ->( 'Register senddate procedure confirmation', X( tau, ->( 'Retrieve missing data', 'Log date retrieve missing data' ) ) ) ), +( X( tau, 'Register the deadline' ), ->( X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), +( X( tau, 'Conclude the case' ), ->( *( ->( X( tau, 'Terminate request notice' ), X( 'Log termination request senddate', ->( X( tau, 'Premature termination of procedure phase' ), X( tau, +( 'Phase procedure cancelled', X( tau, 'Terminate all running subcases 2b' ) ) ), X( tau, +( X( tau, 'Phase case dealt with' ), X( tau, 'Case phase archived' ) ) ) ) ) ), tau ), X( tau, 'Inspect publication date field' ) ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), X( tau, 'Broadcast' ) ) ), X( tau, 'Inspect field for phased application', ->( 'Generate subcases completeness', X( tau, 'Resolve subcases completeness' ) ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_20.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( X( tau, 'Register senddate acknowledgement' ), ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( X( tau, 'Commence WABOprocedure' ), ->( +( X( tau, 'Revise procedure' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( X( tau, 'Permit not needed or only notification required' ), ->( X( tau, 'Applicant plays stakeholder role' ), +( X( tau, 'Produce procedure confirmation' ), ->( +( X( tau, 'Ordinary procedure without MER' ), ->( +( X( tau, 'Stop on request' ), ->( X( tau, 'Evaluate provisional charges' ), X( tau, 'Action by competent authority' ), X( tau, 'Refer to the competent authority' ), X( tau, +( 'Log date termination request documented', ->( X( tau, 'Create termination request message' ), +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, ->( 'Register senddate procedure confirmation', X( tau, ->( 'Retrieve missing data', 'Log date retrieve missing data' ) ) ) ), +( 'Register the deadline', ->( X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), +( 'Conclude the case', ->( *( ->( X( tau, 'Terminate request notice' ), X( 'Log termination request senddate', ->( X( tau, 'Premature termination of procedure phase' ), X( tau, +( 'Phase procedure cancelled', X( tau, 'Terminate all running subcases 2b' ) ) ), X( tau, +( X( tau, 'Phase case dealt with' ), X( tau, 'Case phase archived' ) ) ) ) ) ), tau ), X( tau, 'Inspect publication date field' ) ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), X( tau, 'Broadcast' ) ) ), X( tau, 'Inspect field for phased application', ->( 'Generate subcases completeness', X( tau, 'Resolve subcases completeness' ) ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_30.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( X( tau, 'Revise procedure' ), ->( *( ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( X( tau, 'Permit not needed or only notification required' ), ->( X( tau, 'Applicant plays stakeholder role' ), +( X( tau, 'Produce procedure confirmation' ), ->( +( X( tau, 'Ordinary procedure without MER' ), ->( +( 'Stop on request', ->( X( tau, 'Evaluate provisional charges' ), X( tau, 'Action by competent authority' ), X( tau, 'Refer to the competent authority' ), X( tau, +( 'Log date termination request documented', ->( X( tau, 'Create termination request message' ), +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, ->( 'Register senddate procedure confirmation', X( tau, ->( 'Retrieve missing data', 'Log date retrieve missing data' ) ) ) ), +( 'Register the deadline', ->( X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), *( ->( X( tau, 'Terminate request notice' ), X( 'Log termination request senddate', ->( X( tau, 'Premature termination of procedure phase' ), X( tau, +( 'Phase procedure cancelled', X( tau, 'Terminate all running subcases 2b' ) ) ), X( tau, +( X( tau, 'Phase case dealt with' ), X( tau, 'Case phase archived' ) ) ) ) ) ), tau ), X( tau, ->( X( tau, 'Inspect publication date field' ), 'Conclude the case' ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ) ) ), X( tau, ->( 'Generate subcases completeness', X( tau, 'Resolve subcases completeness' ) ), ->( 'Broadcast', X( tau, 'Inspect field for phased application' ) ) ) ) ), X( tau, 'Commence WABOprocedure' ) ), tau ), X( tau, 'Form publication document' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_40.svg', "->( +( X( tau, 'Phase procedure cancelled' ), 'Step application received', 'Enter submission date request', ->( +( X( tau, 'Register publication date' ), ->( +( 'Register senddate acknowledgement', ->( 'OLO messages active', +( X( tau, 'Log date termination request documented' ), ->( X( tau, ->( 'Forward procedure confirmation', 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data' ) ), +( X( tau, 'Revise procedure' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( 'Permit not needed or only notification required', ->( X( tau, 'Applicant plays stakeholder role' ), X( tau, 'Evaluate provisional charges' ), +( 'Stop on request', X( tau, ->( 'Action by competent authority', 'Create termination request message' ) ) ), X( tau, ->( 'Refer to the competent authority', 'Ordinary procedure without MER', 'Produce procedure confirmation' ) ), X( tau, 'Broadcast' ) ) ), X( tau, 'Inspect field for phased application', ->( 'Generate subcases completeness', X( tau, 'Resolve subcases completeness' ) ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, *( ->( X( 'Log termination request senddate', 'Terminate request notice', ->( 'Premature termination of procedure phase', X( tau, 'Terminate all running subcases 2b' ) ) ), X( tau, +( X( tau, 'Phase case dealt with' ), X( tau, 'Case phase archived' ) ) ) ), tau ) ) ) ), X( tau, 'Commence WABOprocedure' ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Register the deadline' ), X( tau, ->( 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ) ) ), X( tau, 'Conclude the case' ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_50.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( X( tau, 'Commence WABOprocedure' ), ->( +( X( tau, 'Revise procedure' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( 'Permit not needed or only notification required', ->( 'Applicant plays stakeholder role', +( X( tau, 'Produce procedure confirmation' ), ->( +( 'Ordinary procedure without MER', ->( +( 'Stop on request', ->( X( tau, 'Evaluate provisional charges' ), X( tau, 'Action by competent authority' ), 'Refer to the competent authority', +( 'Log date termination request documented', ->( 'Create termination request message', +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, ->( 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data' ) ), +( 'Register the deadline', ->( X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), +( X( tau, 'Log termination request senddate' ), 'Terminate request notice' ), +( 'Phase case dealt with', 'Case phase archived' ), X( tau, 'Premature termination of procedure phase' ), X( tau, 'Inspect publication date field' ), +( 'Phase procedure cancelled', 'Conclude the case' ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), X( tau, 'Broadcast' ) ) ), X( tau, 'Inspect field for phased application', ->( 'Generate subcases completeness', 'Resolve subcases completeness' ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_60.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( +( X( tau, 'Revise procedure' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( 'Permit not needed or only notification required', ->( 'Applicant plays stakeholder role', +( 'Produce procedure confirmation', ->( +( 'Ordinary procedure without MER', ->( +( 'Stop on request', ->( X( tau, 'Evaluate provisional charges' ), X( tau, 'Action by competent authority' ), 'Refer to the competent authority', +( 'Log date termination request documented', ->( 'Create termination request message', +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, ->( 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data' ) ), +( 'Register the deadline', ->( X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), +( X( tau, 'Log termination request senddate' ), 'Terminate request notice' ), +( 'Phase case dealt with', 'Case phase archived' ), 'Premature termination of procedure phase', X( tau, 'Inspect publication date field' ), +( 'Phase procedure cancelled', 'Conclude the case' ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), X( tau, 'Broadcast' ) ) ), X( tau, 'Inspect field for phased application', ->( 'Generate subcases completeness', 'Resolve subcases completeness' ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_70.svg', "->( +( 'Register publication date', 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( +( X( tau, 'Revise procedure' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( 'Permit not needed or only notification required', ->( 'Applicant plays stakeholder role', +( 'Produce procedure confirmation', ->( +( 'Ordinary procedure without MER', ->( +( 'Stop on request', ->( 'Evaluate provisional charges', 'Action by competent authority', 'Refer to the competent authority', +( 'Log date termination request documented', ->( 'Create termination request message', +( 'Forward procedure confirmation', ->( 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data', +( 'Register the deadline', ->( X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), +( 'Log termination request senddate', 'Terminate request notice' ), +( 'Phase case dealt with', 'Case phase archived' ), 'Premature termination of procedure phase', X( tau, 'Inspect publication date field' ), +( 'Phase procedure cancelled', 'Conclude the case' ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), X( tau, 'Broadcast' ) ) ), X( 'Inspect field for phased application', ->( 'Generate subcases completeness', 'Resolve subcases completeness' ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_80.svg', "->( +( 'Register publication date', 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( +( 'Revise procedure', ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( 'Permit not needed or only notification required', ->( 'Applicant plays stakeholder role', +( 'Produce procedure confirmation', ->( +( 'Ordinary procedure without MER', ->( +( 'Stop on request', ->( 'Evaluate provisional charges', 'Action by competent authority', 'Refer to the competent authority', +( 'Log date termination request documented', ->( 'Create termination request message', +( 'Forward procedure confirmation', ->( 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data', +( 'Register the deadline', ->( X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), +( 'Log termination request senddate', 'Terminate request notice' ), +( 'Phase case dealt with', 'Case phase archived' ), 'Premature termination of procedure phase', 'Inspect publication date field', +( 'Phase procedure cancelled', 'Conclude the case' ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), 'Broadcast' ) ), X( 'Inspect field for phased application', ->( 'Generate subcases completeness', 'Resolve subcases completeness' ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_90.svg', "->( +( 'Register publication date', 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( +( 'Revise procedure', ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( 'Permit not needed or only notification required', ->( 'Applicant plays stakeholder role', +( 'Produce procedure confirmation', ->( +( 'Ordinary procedure without MER', ->( +( 'Stop on request', ->( 'Evaluate provisional charges', 'Action by competent authority', 'Refer to the competent authority', +( 'Log date termination request documented', ->( 'Create termination request message', +( 'Forward procedure confirmation', ->( 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data', +( 'Register the deadline', ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request', +( 'Log termination request senddate', 'Terminate request notice' ), +( 'Phase case dealt with', 'Case phase archived' ), 'Premature termination of procedure phase', 'Inspect publication date field', +( 'Phase procedure cancelled', 'Conclude the case' ) ) ) ) ) ) ) ) ), 'Update BAG administrator' ) ), 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ), 'Broadcast' ) ), X( 'Inspect field for phased application', ->( 'Generate subcases completeness', 'Resolve subcases completeness' ) ) ) ), 'Form publication document' ) ), 'Subcases completeness fulfilled' ) ) ) ), 'Accomplish request' ) ), 'Step application receptive' )")
('BPIC15_5_rev/process_tree_case_size_betwee_18_and_19_noise_10.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( X( tau, 'Register senddate acknowledgement' ), ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( X( tau, 'Commence WABOprocedure' ), ->( +( X( tau, 'Revise procedure' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( X( tau, 'Permit not needed or only notification required' ), ->( X( tau, 'Applicant plays stakeholder role' ), +( X( tau, 'Produce procedure confirmation' ), ->( +( X( tau, 'Ordinary procedure without MER' ), ->( +( X( tau, 'Stop on request' ), ->( X( tau, 'Evaluate provisional charges' ), X( tau, 'Action by competent authority' ), X( tau, 'Refer to the competent authority' ), X( tau, +( 'Log date termination request documented', ->( X( tau, 'Create termination request message' ), +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, ->( 'Register senddate procedure confirmation', X( tau, ->( 'Retrieve missing data', 'Log date retrieve missing data' ) ) ) ), X( tau, +( X( tau, 'Terminate request notice' ), ->( X( tau, 'Premature termination of procedure phase' ), X( tau, 'Log termination request senddate' ) ) ) ), X( tau, +( 'Phase procedure cancelled', 'Conclude the case', ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Register the deadline', X( tau, ->( +( 'Phase case dealt with', 'Case phase archived' ), X( tau, 'Inspect publication date field' ) ) ) ), X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), X( tau, 'Broadcast' ) ) ), X( tau, 'Inspect field for phased application', ->( 'Generate subcases completeness', X( tau, 'Resolve subcases completeness' ) ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
